latitude_bin,longitude_bin,updated_type,updated_subtype,count
41.81,-87.68,Jam,Heavy Traffic,59
41.81,-87.68,Jam,Moderate Traffic,4
41.81,-87.68,Jam,Stand Still Traffic,27
41.81,-87.68,Jam,Unclassified,21
41.81,-87.68,Road Closed,Unclassified,1
41.81,-87.67,Accident,Major,1
41.81,-87.67,Accident,Minor,1
41.81,-87.67,Accident,Unclassified,11
41.81,-87.67,Hazard,On Road,55
41.81,-87.67,Hazard,On Shoulder,3
41.81,-87.67,Hazard,Weather,4
41.81,-87.67,Jam,Heavy Traffic,35
41.81,-87.67,Jam,Moderate Traffic,1
41.81,-87.67,Jam,Stand Still Traffic,26
41.81,-87.67,Jam,Unclassified,18
41.81,-87.67,Road Closed,Unclassified,7
41.81,-87.66,Accident,Major,1
41.81,-87.66,Accident,Unclassified,6
41.81,-87.66,Hazard,On Road,47
41.81,-87.66,Hazard,On Shoulder,11
41.81,-87.66,Hazard,Weather,3
41.81,-87.66,Jam,Heavy Traffic,51
41.81,-87.66,Jam,Moderate Traffic,2
41.81,-87.66,Jam,Stand Still Traffic,31
41.81,-87.66,Jam,Unclassified,19
41.81,-87.66,Road Closed,Unclassified,8
41.81,-87.65,Accident,Minor,1
41.81,-87.65,Accident,Unclassified,4
41.81,-87.65,Hazard,On Road,68
41.81,-87.65,Hazard,On Shoulder,6
41.81,-87.65,Hazard,Weather,3
41.81,-87.65,Jam,Heavy Traffic,10
41.81,-87.65,Jam,Stand Still Traffic,8
41.81,-87.65,Jam,Unclassified,4
41.81,-87.65,Road Closed,Unclassified,6
41.81,-87.64,Accident,Unclassified,5
41.81,-87.64,Hazard,On Road,38
41.81,-87.64,Hazard,On Shoulder,5
41.81,-87.64,Hazard,Weather,6
41.81,-87.64,Jam,Heavy Traffic,8
41.81,-87.64,Jam,Stand Still Traffic,9
41.81,-87.64,Jam,Unclassified,5
41.81,-87.64,Road Closed,Unclassified,1
41.81,-87.63,Accident,Major,143
41.81,-87.63,Accident,Minor,29
41.81,-87.63,Accident,Unclassified,307
41.81,-87.63,Hazard,On Road,1228
41.81,-87.63,Hazard,On Shoulder,2641
41.81,-87.63,Hazard,Unclassified,57
41.81,-87.63,Hazard,Weather,19
41.81,-87.63,Jam,Heavy Traffic,1195
41.81,-87.63,Jam,Moderate Traffic,12
41.81,-87.63,Jam,Stand Still Traffic,732
41.81,-87.63,Jam,Unclassified,263
41.81,-87.62,Accident,Unclassified,13
41.81,-87.62,Hazard,On Road,47
41.81,-87.62,Hazard,On Shoulder,8
41.81,-87.62,Jam,Heavy Traffic,5
41.81,-87.62,Jam,Moderate Traffic,1
41.81,-87.62,Jam,Stand Still Traffic,3
41.81,-87.62,Jam,Unclassified,20
41.81,-87.62,Road Closed,Unclassified,11
41.81,-87.61,Accident,Major,1
41.81,-87.61,Accident,Minor,1
41.81,-87.61,Accident,Unclassified,5
41.81,-87.61,Hazard,On Road,57
41.81,-87.61,Hazard,On Shoulder,2
41.81,-87.61,Hazard,Weather,1
41.81,-87.61,Jam,Heavy Traffic,2
41.81,-87.61,Jam,Unclassified,17
41.81,-87.61,Road Closed,Unclassified,4
41.81,-87.6,Accident,Unclassified,8
41.81,-87.6,Hazard,On Road,76
41.81,-87.6,Hazard,On Shoulder,19
41.81,-87.6,Hazard,Weather,3
41.81,-87.6,Jam,Heavy Traffic,1
41.81,-87.6,Jam,Stand Still Traffic,1
41.81,-87.6,Jam,Unclassified,18
41.81,-87.6,Road Closed,Unclassified,7
41.81,-87.59,Accident,Major,8
41.81,-87.59,Accident,Minor,2
41.81,-87.59,Accident,Unclassified,60
41.81,-87.59,Hazard,On Road,224
41.81,-87.59,Hazard,On Shoulder,215
41.81,-87.59,Hazard,Weather,17
41.81,-87.59,Jam,Heavy Traffic,58
41.81,-87.59,Jam,Moderate Traffic,2
41.81,-87.59,Jam,Stand Still Traffic,49
41.81,-87.59,Jam,Unclassified,35
41.81,-87.59,Road Closed,Construction,1
41.81,-87.59,Road Closed,Event,6
41.81,-87.59,Road Closed,Unclassified,30
41.81,-87.58,Accident,Minor,3
41.81,-87.58,Accident,Unclassified,5
41.81,-87.58,Hazard,On Road,15
41.81,-87.58,Hazard,On Shoulder,24
41.81,-87.58,Hazard,Weather,1
41.81,-87.58,Jam,Heavy Traffic,7
41.81,-87.58,Jam,Stand Still Traffic,4
41.81,-87.58,Jam,Unclassified,4
41.82,-87.75,Accident,Major,9
41.82,-87.75,Accident,Minor,2
41.82,-87.75,Accident,Unclassified,33
41.82,-87.75,Hazard,On Road,161
41.82,-87.75,Hazard,On Shoulder,924
41.82,-87.75,Hazard,Unclassified,6
41.82,-87.75,Hazard,Weather,9
41.82,-87.75,Jam,Heavy Traffic,276
41.82,-87.75,Jam,Moderate Traffic,3
41.82,-87.75,Jam,Stand Still Traffic,202
41.82,-87.75,Jam,Unclassified,60
41.82,-87.75,Road Closed,Event,2
41.82,-87.75,Road Closed,Unclassified,2
41.82,-87.74,Accident,Major,67
41.82,-87.74,Accident,Minor,23
41.82,-87.74,Accident,Unclassified,191
41.82,-87.74,Hazard,On Road,1195
41.82,-87.74,Hazard,On Shoulder,1706
41.82,-87.74,Hazard,Unclassified,11
41.82,-87.74,Hazard,Weather,45
41.82,-87.74,Jam,Heavy Traffic,1251
41.82,-87.74,Jam,Moderate Traffic,43
41.82,-87.74,Jam,Stand Still Traffic,888
41.82,-87.74,Jam,Unclassified,388
41.82,-87.74,Road Closed,Event,3
41.82,-87.74,Road Closed,Unclassified,14
41.82,-87.73,Accident,Major,34
41.82,-87.73,Accident,Minor,13
41.82,-87.73,Accident,Unclassified,106
41.82,-87.73,Hazard,On Road,593
41.82,-87.73,Hazard,On Shoulder,2352
41.82,-87.73,Hazard,Unclassified,4
41.82,-87.73,Hazard,Weather,12
41.82,-87.73,Jam,Heavy Traffic,705
41.82,-87.73,Jam,Moderate Traffic,60
41.82,-87.73,Jam,Stand Still Traffic,359
41.82,-87.73,Jam,Unclassified,331
41.82,-87.73,Road Closed,Event,3
41.82,-87.73,Road Closed,Unclassified,1
41.82,-87.72,Accident,Major,52
41.82,-87.72,Accident,Minor,13
41.82,-87.72,Accident,Unclassified,108
41.82,-87.72,Hazard,On Road,614
41.82,-87.72,Hazard,On Shoulder,1796
41.82,-87.72,Hazard,Unclassified,14
41.82,-87.72,Hazard,Weather,23
41.82,-87.72,Jam,Heavy Traffic,729
41.82,-87.72,Jam,Moderate Traffic,31
41.82,-87.72,Jam,Stand Still Traffic,328
41.82,-87.72,Jam,Unclassified,262
41.82,-87.72,Road Closed,Event,1
41.82,-87.72,Road Closed,Unclassified,7
41.82,-87.71,Hazard,On Road,9
41.82,-87.71,Jam,Stand Still Traffic,1
41.82,-87.71,Jam,Unclassified,2
41.82,-87.7,Accident,Major,1
41.82,-87.7,Accident,Unclassified,21
41.82,-87.7,Hazard,On Road,57
41.82,-87.7,Hazard,On Shoulder,21
41.82,-87.7,Hazard,Weather,9
41.82,-87.7,Jam,Heavy Traffic,73
41.82,-87.7,Jam,Moderate Traffic,3
41.82,-87.7,Jam,Stand Still Traffic,28
41.82,-87.7,Jam,Unclassified,54
41.82,-87.7,Road Closed,Unclassified,3
41.82,-87.69,Accident,Minor,1
41.82,-87.69,Accident,Unclassified,10
41.82,-87.69,Hazard,On Road,84
41.82,-87.69,Hazard,On Shoulder,6
41.82,-87.69,Hazard,Weather,2
41.82,-87.69,Jam,Heavy Traffic,59
41.82,-87.69,Jam,Moderate Traffic,5
41.82,-87.69,Jam,Stand Still Traffic,47
41.82,-87.69,Jam,Unclassified,30
41.82,-87.69,Road Closed,Unclassified,9
41.82,-87.68,Accident,Major,3
41.82,-87.68,Accident,Minor,5
41.82,-87.68,Accident,Unclassified,33
41.82,-87.68,Hazard,On Road,152
41.82,-87.68,Hazard,On Shoulder,74
41.82,-87.68,Hazard,Weather,7
41.82,-87.68,Jam,Heavy Traffic,216
41.82,-87.68,Jam,Moderate Traffic,3
41.82,-87.68,Jam,Stand Still Traffic,102
41.82,-87.68,Jam,Unclassified,56
41.82,-87.67,Accident,Major,1
41.82,-87.67,Accident,Unclassified,7
41.82,-87.67,Hazard,On Road,54
41.82,-87.67,Hazard,On Shoulder,13
41.82,-87.67,Hazard,Weather,4
41.82,-87.67,Jam,Heavy Traffic,110
41.82,-87.67,Jam,Moderate Traffic,3
41.82,-87.67,Jam,Stand Still Traffic,68
41.82,-87.67,Jam,Unclassified,40
41.82,-87.67,Road Closed,Unclassified,4
41.82,-87.66,Accident,Minor,1
41.82,-87.66,Accident,Unclassified,5
41.82,-87.66,Hazard,On Road,45
41.82,-87.66,Hazard,On Shoulder,13
41.82,-87.66,Hazard,Weather,2
41.82,-87.66,Jam,Heavy Traffic,13
41.82,-87.66,Jam,Stand Still Traffic,19
41.82,-87.66,Jam,Unclassified,3
41.82,-87.65,Accident,Major,1
41.82,-87.65,Accident,Unclassified,4
41.82,-87.65,Hazard,On Road,88
41.82,-87.65,Hazard,On Shoulder,5
41.82,-87.65,Hazard,Weather,3
41.82,-87.65,Jam,Heavy Traffic,17
41.82,-87.65,Jam,Moderate Traffic,1
41.82,-87.65,Jam,Stand Still Traffic,22
41.82,-87.65,Jam,Unclassified,11
41.82,-87.65,Road Closed,Event,1
41.82,-87.65,Road Closed,Unclassified,13
41.82,-87.64,Accident,Unclassified,4
41.82,-87.64,Hazard,On Road,105
41.82,-87.64,Hazard,On Shoulder,5
41.82,-87.64,Hazard,Unclassified,1
41.82,-87.64,Hazard,Weather,4
41.82,-87.64,Jam,Heavy Traffic,4
41.82,-87.64,Jam,Stand Still Traffic,5
41.82,-87.64,Jam,Unclassified,10
41.82,-87.64,Road Closed,Unclassified,5
41.82,-87.63,Accident,Major,102
41.82,-87.63,Accident,Minor,22
41.82,-87.63,Accident,Unclassified,199
41.82,-87.63,Hazard,On Road,632
41.82,-87.63,Hazard,On Shoulder,3208
41.82,-87.63,Hazard,Unclassified,37
41.82,-87.63,Hazard,Weather,17
41.82,-87.63,Jam,Heavy Traffic,1027
41.82,-87.63,Jam,Moderate Traffic,13
41.82,-87.63,Jam,Stand Still Traffic,629
41.82,-87.63,Jam,Unclassified,267
41.82,-87.63,Road Closed,Unclassified,3
41.82,-87.62,Accident,Major,2
41.82,-87.62,Accident,Minor,1
41.82,-87.62,Accident,Unclassified,5
41.82,-87.62,Hazard,On Road,37
41.82,-87.62,Hazard,On Shoulder,8
41.82,-87.62,Hazard,Weather,4
41.82,-87.62,Jam,Heavy Traffic,8
41.82,-87.62,Jam,Stand Still Traffic,7
41.82,-87.62,Jam,Unclassified,28
41.82,-87.62,Road Closed,Unclassified,5
41.82,-87.61,Accident,Unclassified,5
41.82,-87.61,Hazard,On Road,41
41.82,-87.61,Hazard,On Shoulder,8
41.82,-87.61,Hazard,Weather,4
41.82,-87.61,Jam,Heavy Traffic,6
41.82,-87.61,Jam,Moderate Traffic,1
41.82,-87.61,Jam,Stand Still Traffic,13
41.82,-87.61,Jam,Unclassified,15
41.82,-87.61,Road Closed,Unclassified,4
41.82,-87.6,Accident,Major,6
41.82,-87.6,Accident,Minor,4
41.82,-87.6,Accident,Unclassified,33
41.82,-87.6,Hazard,On Road,185
41.82,-87.6,Hazard,On Shoulder,746
41.82,-87.6,Hazard,Unclassified,2
41.82,-87.6,Hazard,Weather,2
41.82,-87.6,Jam,Heavy Traffic,31
41.82,-87.6,Jam,Moderate Traffic,4
41.82,-87.6,Jam,Stand Still Traffic,45
41.82,-87.6,Jam,Unclassified,20
41.82,-87.6,Road Closed,Event,2
41.82,-87.6,Road Closed,Unclassified,2
41.82,-87.59,Accident,Major,1
41.82,-87.59,Accident,Unclassified,8
41.82,-87.59,Hazard,On Road,26
41.82,-87.59,Hazard,On Shoulder,54
41.82,-87.59,Hazard,Weather,2
41.82,-87.59,Jam,Heavy Traffic,4
41.82,-87.59,Jam,Stand Still Traffic,1
41.82,-87.59,Jam,Unclassified,1
41.83,-87.74,Hazard,On Road,2
41.83,-87.73,Accident,Major,1
41.83,-87.73,Hazard,On Road,4
41.83,-87.73,Hazard,On Shoulder,3
41.83,-87.73,Jam,Unclassified,2
41.83,-87.72,Accident,Major,12
41.83,-87.72,Accident,Minor,10
41.83,-87.72,Accident,Unclassified,52
41.83,-87.72,Hazard,On Road,551
41.83,-87.72,Hazard,On Shoulder,633
41.83,-87.72,Hazard,Unclassified,3
41.83,-87.72,Hazard,Weather,53
41.83,-87.72,Jam,Heavy Traffic,244
41.83,-87.72,Jam,Moderate Traffic,9
41.83,-87.72,Jam,Stand Still Traffic,131
41.83,-87.72,Jam,Unclassified,80
41.83,-87.72,Road Closed,Event,5
41.83,-87.72,Road Closed,Unclassified,2
41.83,-87.71,Accident,Major,37
41.83,-87.71,Accident,Minor,6
41.83,-87.71,Accident,Unclassified,86
41.83,-87.71,Hazard,On Road,745
41.83,-87.71,Hazard,On Shoulder,2006
41.83,-87.71,Hazard,Unclassified,11
41.83,-87.71,Hazard,Weather,26
41.83,-87.71,Jam,Heavy Traffic,569
41.83,-87.71,Jam,Moderate Traffic,30
41.83,-87.71,Jam,Stand Still Traffic,277
41.83,-87.71,Jam,Unclassified,257
41.83,-87.71,Road Closed,Event,3
41.83,-87.7,Accident,Major,66
41.83,-87.7,Accident,Minor,17
41.83,-87.7,Accident,Unclassified,135
41.83,-87.7,Hazard,On Road,569
41.83,-87.7,Hazard,On Shoulder,1525
41.83,-87.7,Hazard,Unclassified,13
41.83,-87.7,Hazard,Weather,29
41.83,-87.7,Jam,Heavy Traffic,952
41.83,-87.7,Jam,Moderate Traffic,20
41.83,-87.7,Jam,Stand Still Traffic,658
41.83,-87.7,Jam,Unclassified,223
41.83,-87.7,Road Closed,Event,6
41.83,-87.7,Road Closed,Unclassified,5
41.83,-87.69,Accident,Major,30
41.83,-87.69,Accident,Minor,9
41.83,-87.69,Accident,Unclassified,94
41.83,-87.69,Hazard,On Road,554
41.83,-87.69,Hazard,On Shoulder,1022
41.83,-87.69,Hazard,Unclassified,4
41.83,-87.69,Hazard,Weather,59
41.83,-87.69,Jam,Heavy Traffic,402
41.83,-87.69,Jam,Moderate Traffic,11
41.83,-87.69,Jam,Stand Still Traffic,339
41.83,-87.69,Jam,Unclassified,123
41.83,-87.69,Road Closed,Unclassified,3
41.83,-87.68,Accident,Major,6
41.83,-87.68,Accident,Minor,3
41.83,-87.68,Accident,Unclassified,53
41.83,-87.68,Hazard,On Road,158
41.83,-87.68,Hazard,On Shoulder,49
41.83,-87.68,Hazard,Unclassified,3
41.83,-87.68,Hazard,Weather,32
41.83,-87.68,Jam,Heavy Traffic,136
41.83,-87.68,Jam,Moderate Traffic,4
41.83,-87.68,Jam,Stand Still Traffic,87
41.83,-87.68,Jam,Unclassified,61
41.83,-87.68,Road Closed,Unclassified,10
41.83,-87.67,Accident,Major,2
41.83,-87.67,Accident,Unclassified,14
41.83,-87.67,Hazard,On Road,122
41.83,-87.67,Hazard,On Shoulder,12
41.83,-87.67,Hazard,Weather,5
41.83,-87.67,Jam,Heavy Traffic,73
41.83,-87.67,Jam,Moderate Traffic,3
41.83,-87.67,Jam,Stand Still Traffic,47
41.83,-87.67,Jam,Unclassified,25
41.83,-87.67,Road Closed,Event,3
41.83,-87.67,Road Closed,Unclassified,8
41.83,-87.66,Hazard,On Road,57
41.83,-87.66,Hazard,On Shoulder,1
41.83,-87.66,Hazard,Weather,11
41.83,-87.66,Jam,Heavy Traffic,2
41.83,-87.66,Jam,Stand Still Traffic,1
41.83,-87.66,Jam,Unclassified,6
41.83,-87.65,Accident,Major,1
41.83,-87.65,Accident,Unclassified,12
41.83,-87.65,Hazard,On Road,67
41.83,-87.65,Hazard,On Shoulder,6
41.83,-87.65,Hazard,Weather,14
41.83,-87.65,Jam,Heavy Traffic,17
41.83,-87.65,Jam,Moderate Traffic,1
41.83,-87.65,Jam,Stand Still Traffic,6
41.83,-87.65,Jam,Unclassified,16
41.83,-87.64,Accident,Major,11
41.83,-87.64,Accident,Unclassified,6
41.83,-87.64,Hazard,On Road,87
41.83,-87.64,Hazard,On Shoulder,7
41.83,-87.64,Hazard,Unclassified,18
41.83,-87.64,Hazard,Weather,1
41.83,-87.64,Jam,Heavy Traffic,23
41.83,-87.64,Jam,Moderate Traffic,2
41.83,-87.64,Jam,Stand Still Traffic,25
41.83,-87.64,Jam,Unclassified,18
41.83,-87.64,Road Closed,Construction,3
41.83,-87.64,Road Closed,Event,65
41.83,-87.64,Road Closed,Hazard,1
41.83,-87.64,Road Closed,Unclassified,59
41.83,-87.63,Accident,Major,63
41.83,-87.63,Accident,Minor,29
41.83,-87.63,Accident,Unclassified,193
41.83,-87.63,Hazard,On Road,756
41.83,-87.63,Hazard,On Shoulder,2704
41.83,-87.63,Hazard,Unclassified,38
41.83,-87.63,Hazard,Weather,29
41.83,-87.63,Jam,Heavy Traffic,1331
41.83,-87.63,Jam,Moderate Traffic,36
41.83,-87.63,Jam,Stand Still Traffic,876
41.83,-87.63,Jam,Unclassified,354
41.83,-87.63,Road Closed,Construction,1
41.83,-87.63,Road Closed,Event,29
41.83,-87.63,Road Closed,Unclassified,8
41.83,-87.62,Accident,Unclassified,10
41.83,-87.62,Hazard,On Road,37
41.83,-87.62,Hazard,On Shoulder,2
41.83,-87.62,Hazard,Weather,3
41.83,-87.62,Jam,Heavy Traffic,4
41.83,-87.62,Jam,Stand Still Traffic,3
41.83,-87.62,Jam,Unclassified,9
41.83,-87.62,Road Closed,Unclassified,3
41.83,-87.61,Accident,Major,3
41.83,-87.61,Accident,Minor,5
41.83,-87.61,Accident,Unclassified,28
41.83,-87.61,Hazard,On Road,156
41.83,-87.61,Hazard,On Shoulder,675
41.83,-87.61,Hazard,Weather,3
41.83,-87.61,Jam,Heavy Traffic,25
41.83,-87.61,Jam,Stand Still Traffic,34
41.83,-87.61,Jam,Unclassified,26
41.83,-87.6,Accident,Major,1
41.83,-87.6,Accident,Minor,1
41.83,-87.6,Accident,Unclassified,28
41.83,-87.6,Hazard,On Road,85
41.83,-87.6,Hazard,On Shoulder,201
41.83,-87.6,Hazard,Weather,2
41.83,-87.6,Jam,Heavy Traffic,45
41.83,-87.6,Jam,Moderate Traffic,1
41.83,-87.6,Jam,Stand Still Traffic,49
41.83,-87.6,Jam,Unclassified,28
41.83,-87.6,Road Closed,Event,2
41.83,-87.6,Road Closed,Unclassified,2
41.84,-87.74,Accident,Minor,2
41.84,-87.74,Accident,Unclassified,11
41.84,-87.74,Hazard,On Road,53
41.84,-87.74,Hazard,On Shoulder,13
41.84,-87.74,Hazard,Weather,4
41.84,-87.74,Jam,Heavy Traffic,35
41.84,-87.74,Jam,Stand Still Traffic,39
41.84,-87.74,Jam,Unclassified,7
41.84,-87.74,Road Closed,Unclassified,1
41.84,-87.73,Accident,Major,1
41.84,-87.73,Accident,Minor,1
41.84,-87.73,Accident,Unclassified,3
41.84,-87.73,Hazard,On Road,63
41.84,-87.73,Hazard,On Shoulder,10
41.84,-87.73,Hazard,Weather,2
41.84,-87.73,Jam,Heavy Traffic,109
41.84,-87.73,Jam,Moderate Traffic,5
41.84,-87.73,Jam,Stand Still Traffic,69
41.84,-87.73,Jam,Unclassified,25
41.84,-87.73,Road Closed,Unclassified,11
41.84,-87.72,Accident,Major,3
41.84,-87.72,Accident,Unclassified,7
41.84,-87.72,Hazard,On Road,80
41.84,-87.72,Hazard,On Shoulder,5
41.84,-87.72,Hazard,Weather,1
41.84,-87.72,Jam,Heavy Traffic,94
41.84,-87.72,Jam,Moderate Traffic,1
41.84,-87.72,Jam,Stand Still Traffic,75
41.84,-87.72,Jam,Unclassified,41
41.84,-87.72,Road Closed,Unclassified,7
41.84,-87.71,Accident,Major,1
41.84,-87.71,Accident,Minor,1
41.84,-87.71,Accident,Unclassified,8
41.84,-87.71,Hazard,On Road,47
41.84,-87.71,Hazard,On Shoulder,7
41.84,-87.71,Hazard,Weather,6
41.84,-87.71,Jam,Heavy Traffic,62
41.84,-87.71,Jam,Light Traffic,1
41.84,-87.71,Jam,Moderate Traffic,1
41.84,-87.71,Jam,Stand Still Traffic,24
41.84,-87.71,Jam,Unclassified,23
41.84,-87.71,Road Closed,Unclassified,3
41.84,-87.7,Accident,Major,3
41.84,-87.7,Accident,Minor,1
41.84,-87.7,Accident,Unclassified,30
41.84,-87.7,Hazard,On Road,101
41.84,-87.7,Hazard,On Shoulder,28
41.84,-87.7,Hazard,Weather,6
41.84,-87.7,Jam,Heavy Traffic,104
41.84,-87.7,Jam,Moderate Traffic,3
41.84,-87.7,Jam,Stand Still Traffic,125
41.84,-87.7,Jam,Unclassified,40
41.84,-87.7,Road Closed,Unclassified,6
41.84,-87.69,Accident,Major,3
41.84,-87.69,Accident,Minor,2
41.84,-87.69,Accident,Unclassified,52
41.84,-87.69,Hazard,On Road,474
41.84,-87.69,Hazard,On Shoulder,167
41.84,-87.69,Hazard,Unclassified,5
41.84,-87.69,Hazard,Weather,29
41.84,-87.69,Jam,Heavy Traffic,233
41.84,-87.69,Jam,Moderate Traffic,8
41.84,-87.69,Jam,Stand Still Traffic,174
41.84,-87.69,Jam,Unclassified,92
41.84,-87.69,Road Closed,Unclassified,3
41.84,-87.68,Accident,Major,48
41.84,-87.68,Accident,Minor,10
41.84,-87.68,Accident,Unclassified,106
41.84,-87.68,Hazard,On Road,532
41.84,-87.68,Hazard,On Shoulder,1317
41.84,-87.68,Hazard,Unclassified,17
41.84,-87.68,Hazard,Weather,17
41.84,-87.68,Jam,Heavy Traffic,916
41.84,-87.68,Jam,Moderate Traffic,14
41.84,-87.68,Jam,Stand Still Traffic,597
41.84,-87.68,Jam,Unclassified,188
41.84,-87.68,Road Closed,Event,4
41.84,-87.68,Road Closed,Unclassified,7
41.84,-87.67,Accident,Major,45
41.84,-87.67,Accident,Minor,13
41.84,-87.67,Accident,Unclassified,111
41.84,-87.67,Hazard,On Road,551
41.84,-87.67,Hazard,On Shoulder,1312
41.84,-87.67,Hazard,Unclassified,7
41.84,-87.67,Hazard,Weather,39
41.84,-87.67,Jam,Heavy Traffic,945
41.84,-87.67,Jam,Moderate Traffic,11
41.84,-87.67,Jam,Stand Still Traffic,615
41.84,-87.67,Jam,Unclassified,224
41.84,-87.67,Road Closed,Event,3
41.84,-87.67,Road Closed,Hazard,1
41.84,-87.67,Road Closed,Unclassified,6
41.84,-87.66,Accident,Major,36
41.84,-87.66,Accident,Minor,24
41.84,-87.66,Accident,Unclassified,164
41.84,-87.66,Hazard,On Road,430
41.84,-87.66,Hazard,On Shoulder,1780
41.84,-87.66,Hazard,Unclassified,14
41.84,-87.66,Hazard,Weather,37
41.84,-87.66,Jam,Heavy Traffic,1086
41.84,-87.66,Jam,Moderate Traffic,59
41.84,-87.66,Jam,Stand Still Traffic,650
41.84,-87.66,Jam,Unclassified,303
41.84,-87.66,Road Closed,Event,2
41.84,-87.66,Road Closed,Unclassified,2
41.84,-87.65,Accident,Major,18
41.84,-87.65,Accident,Minor,6
41.84,-87.65,Accident,Unclassified,36
41.84,-87.65,Hazard,On Road,200
41.84,-87.65,Hazard,On Shoulder,621
41.84,-87.65,Hazard,Unclassified,5
41.84,-87.65,Hazard,Weather,10
41.84,-87.65,Jam,Heavy Traffic,232
41.84,-87.65,Jam,Moderate Traffic,11
41.84,-87.65,Jam,Stand Still Traffic,132
41.84,-87.65,Jam,Unclassified,87
41.84,-87.65,Road Closed,Unclassified,10
41.84,-87.64,Accident,Major,1
41.84,-87.64,Accident,Unclassified,5
41.84,-87.64,Hazard,On Road,33
41.84,-87.64,Hazard,On Shoulder,2
41.84,-87.64,Hazard,Weather,3
41.84,-87.64,Jam,Heavy Traffic,12
41.84,-87.64,Jam,Stand Still Traffic,13
41.84,-87.64,Jam,Unclassified,14
41.84,-87.64,Road Closed,Event,36
